id,customer_name,sentiment,csat_score,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center
ZDC-61646323-c-130272-4H,Herve Cossom,Negative,6,10/16/2020,Billing Question,Durham,North Carolina,Web,Below SLA,42,Los Angeles/CA
NGA-60213160-g-218725-sl,Astrix Shirlaw,Negative,6,10/19/2020,Payments,Charlotte,North Carolina,Call-Center,Within SLA,7,Los Angeles/CA
WXA-64677229-Y-048659-tO,Stephen Gon,Very Positive,9,10/25/2020,Service Outage,Pensacola,Florida,Chatbot,Below SLA,32,Chicago/IL
XFL-36165415-Q-690016-RC,Jacques Bakesef,Negative,6,10/27/2020,Billing Question,Young America,Minnesota,Call-Center,Within SLA,19,Baltimore/MD
QQW-57521364-y-259350-gb,Glori Rioch,Neutral,,10/28/2020,Service Outage,Boston,Massachusetts,Chatbot,Within SLA,35,Baltimore/MD
SAE-89283021-R-399396-1Z,Pris Ubsdell,Negative,,10/16/2020,Service Outage,Lincoln,Nebraska,Email,Within SLA,32,Los Angeles/CA
QUB-32009086-n-387985-Gj,Cecilio Snalom,Negative,,10/20/2020,Service Outage,White Plains,New York,Chatbot,Within SLA,35,Baltimore/MD
KZU-15411232-e-633840-BR,Nathan Whitbread,Neutral,,10/5/2020,Billing Question,Shawnee Mission,Kansas,Chatbot,Within SLA,43,Baltimore/MD
YKS-71038995-H-016802-jN,Latia Gianasi,Negative,,10/28/2020,Service Outage,Pittsburgh,Pennsylvania,Web,Within SLA,34,Baltimore/MD
XFQ-29939870-O-862869-3K,Kele Sollom,Negative,,10/8/2020,Billing Question,Knoxville,Tennessee,Web,Above SLA,43,Los Angeles/CA
AGJ-60335765-Y-906379-2t,Glyn Cavet,Positive,8,10/19/2020,Billing Question,Brooklyn,New York,Chatbot,Below SLA,17,Los Angeles/CA
OWM-28446149-h-445583-nW,Malinda Sreenan,Positive,,10/28/2020,Service Outage,Redwood City,California,Web,Above SLA,7,Denver/CO
GPU-50205892-H-651861-ye,Gabriel Scragg,Very Positive,,10/29/2020,Billing Question,Seattle,Washington,Email,Within SLA,24,Baltimore/MD
TYJ-44549933-3-133233-1C,Jennie Stuer,Negative,,10/14/2020,Service Outage,Charleston,West Virginia,Email,Below SLA,11,Baltimore/MD
SYG-19650820-P-956546-FA,Amii Tommeo,Positive,8,10/18/2020,Billing Question,Pueblo,Colorado,Web,Within SLA,27,Los Angeles/CA
WYW-63685872-G-629130-fc,Temple Lyttle,Negative,4,10/24/2020,Billing Question,Milwaukee,Wisconsin,Web,Within SLA,23,Denver/CO
IHC-21957381-z-619319-3t,Gilbertina Welds,Very Positive,,10/8/2020,Billing Question,Colorado Springs,Colorado,Email,Below SLA,8,Chicago/IL
XAM-45105468-r-525724-ZT,Gabrila Semeradova,Negative,6,10/6/2020,Service Outage,New York City,New York,Email,Below SLA,25,Chicago/IL
NOS-88439409-7-416867-2s,Ivonne Kalf,Negative,,10/9/2020,Billing Question,Des Moines,Iowa,Chatbot,Above SLA,7,Denver/CO
FCJ-75521501-L-998405-Fy,Stormie Aucott,Neutral,8,10/30/2020,Service Outage,Kansas City,Missouri,Web,Below SLA,36,Los Angeles/CA
XVL-44124505-A-134790-lZ,Collete Lippatt,Negative,4,10/23/2020,Billing Question,Pasadena,California,Call-Center,Within SLA,33,Denver/CO
YQO-84455897-t-747179-GO,Mathew Littlewood,Negative,,10/2/2020,Billing Question,Saint Petersburg,Florida,Web,Above SLA,11,Denver/CO
FZX-52863066-s-337914-gI,Trumaine Sultana,Negative,,10/6/2020,Billing Question,Amarillo,Texas,Call-Center,Within SLA,27,Baltimore/MD
GLA-31956546-K-925689-B9,Austina Spedroni,Negative,,10/1/2020,Billing Question,San Antonio,Texas,Email,Within SLA,40,Baltimore/MD
IMY-47822132-Y-326301-Fz,Jeanie McAviy,Negative,,10/9/2020,Billing Question,Philadelphia,Pennsylvania,Web,Above SLA,26,Baltimore/MD
VJS-39428352-Y-139813-WH,Nicol Going,Negative,,10/9/2020,Payments,Salt Lake City,Utah,Call-Center,Within SLA,31,Baltimore/MD
DPJ-77849814-p-026118-6G,Ivor Corbitt,Negative,,10/6/2020,Billing Question,Washington,District of Columbia,Web,Within SLA,23,Chicago/IL
MWN-34101831-U-663290-Dl,Basilio Leftridge,Negative,6,10/3/2020,Payments,Dallas,Texas,Call-Center,Within SLA,43,Los Angeles/CA
CNB-97524729-8-687929-qj,Flore Costain,Very Negative,,10/17/2020,Billing Question,Bonita Springs,Florida,Web,Within SLA,26,Denver/CO
NOM-93181886-2-224657-qG,Demetris Campe,Negative,,10/30/2020,Billing Question,Chicago,Illinois,Web,Below SLA,6,Chicago/IL
WXX-12415178-A-520661-I7,Moss Alvaro,Neutral,5,10/15/2020,Payments,Jamaica,New York,Call-Center,Within SLA,40,Baltimore/MD
JAS-40279497-7-417604-1K,Ambrosius Legon,Very Negative,,10/29/2020,Billing Question,Scottsdale,Arizona,Email,Above SLA,30,Denver/CO
JCY-65949248-L-420445-8C,Aveline Desborough,Positive,,10/27/2020,Billing Question,Atlanta,Georgia,Call-Center,Within SLA,14,Denver/CO
DAC-37628090-U-315010-fY,Maighdiln Shorto,Negative,,10/19/2020,Billing Question,Boca Raton,Florida,Web,Above SLA,34,Los Angeles/CA
WSO-34826517-S-528782-Rw,Mariquilla Espin,Positive,7,10/4/2020,Billing Question,Lakewood,Washington,Email,Within SLA,22,Baltimore/MD
NNQ-43884636-H-604740-2o,Millicent Saphin,Negative,,10/29/2020,Billing Question,Saint Petersburg,Florida,Call-Center,Within SLA,33,Los Angeles/CA
XBI-48754036-m-619059-E7,Sisely Sumpter,Very Negative,,10/13/2020,Billing Question,Jacksonville,Florida,Chatbot,Above SLA,14,Los Angeles/CA
UEK-33254780-k-540933-Tb,Brianna Silversmidt,Neutral,,10/5/2020,Payments,Houston,Texas,Call-Center,Within SLA,5,Baltimore/MD
FCW-31212615-9-163098-LH,Kipper Faulconbridge,Neutral,,10/6/2020,Billing Question,Huntington,West Virginia,Chatbot,Above SLA,25,Baltimore/MD
KBR-46289299-7-677508-bh,Izaak Burchard,Positive,,10/10/2020,Service Outage,Boulder,Colorado,Chatbot,Within SLA,15,Chicago/IL
RGX-06551265-Y-061062-6X,Aurelia Dunford,Very Negative,,10/9/2020,Billing Question,Roanoke,Virginia,Chatbot,Within SLA,28,Chicago/IL
BHH-95186402-u-363892-wX,Rad Haspineall,Neutral,,10/26/2020,Billing Question,Valley Forge,Pennsylvania,Call-Center,Within SLA,37,Baltimore/MD
CFK-30098152-x-809269-99,Meredith O'Dowling,Very Positive,10,10/13/2020,Billing Question,Kansas City,Missouri,Call-Center,Within SLA,36,Los Angeles/CA
OPN-87858918-T-958657-2T,Francisco MacDavitt,Very Positive,,10/21/2020,Service Outage,Camden,New Jersey,Email,Within SLA,16,Baltimore/MD
RKH-39970880-u-670622-oX,Roderigo Luffman,Positive,7,10/24/2020,Billing Question,Anchorage,Alaska,Web,Below SLA,41,Los Angeles/CA
WUD-11641990-j-175115-Fk,April Kneale,Positive,,10/6/2020,Billing Question,Charleston,West Virginia,Web,Within SLA,24,Los Angeles/CA
WJJ-82837116-J-513618-a7,Bellanca Dallas,Negative,,10/26/2020,Billing Question,Washington,District of Columbia,Web,Below SLA,13,Baltimore/MD
JMN-97555570-2-423470-pK,Euphemia Woodworth,Neutral,7,10/22/2020,Billing Question,Charleston,West Virginia,Web,Within SLA,25,Los Angeles/CA
PYE-98811128-G-884975-gw,Masha Giacomello,Negative,,10/9/2020,Payments,Berkeley,California,Call-Center,Below SLA,10,Baltimore/MD
ZXO-34567445-n-571565-HR,Loren Ferres,Neutral,8,10/21/2020,Billing Question,Hialeah,Florida,Web,Within SLA,35,Baltimore/MD
NSF-60194905-I-613245-Ko,Vitoria Kalb,Negative,,10/12/2020,Billing Question,Fort Lauderdale,Florida,Call-Center,Within SLA,12,Baltimore/MD
GJI-74385061-z-711813-4a,Natalina Elfes,Very Negative,,10/13/2020,Billing Question,San Francisco,California,Email,Below SLA,26,Baltimore/MD
WVO-52743647-Z-843909-Dz,Althea Densun,Negative,,10/22/2020,Service Outage,Hyattsville,Maryland,Email,Below SLA,18,Denver/CO
UDD-58239604-q-827172-Zn,Kari Lernihan,Negative,5,10/26/2020,Billing Question,Fort Wayne,Indiana,Email,Within SLA,39,Baltimore/MD
YVL-06717164-b-246648-zS,Raf Eubank,Very Negative,3,10/20/2020,Billing Question,Colorado Springs,Colorado,Call-Center,Within SLA,6,Los Angeles/CA
LLF-41675242-X-273609-nR,Dorine Halwell,Neutral,8,10/6/2020,Service Outage,Springfield,Virginia,Chatbot,Within SLA,36,Chicago/IL
ZMO-89128907-O-534471-fc,Allyson Berger,Negative,,10/28/2020,Payments,El Paso,Texas,Call-Center,Within SLA,28,Baltimore/MD
OBB-55399310-w-898823-2i,Amandy Battman,Positive,,10/21/2020,Billing Question,Billings,Montana,Email,Within SLA,31,Baltimore/MD
YBN-79830370-b-196595-zv,Ernesta Crotch,Neutral,,10/3/2020,Billing Question,Richmond,Virginia,Chatbot,Within SLA,41,Denver/CO
EDP-51964853-m-657500-Sd,Aleta Becke,Very Negative,3,10/26/2020,Billing Question,El Paso,Texas,Chatbot,Within SLA,25,Chicago/IL
OVA-42749315-U-130224-nU,Haze Littlekit,Positive,8,10/29/2020,Billing Question,Washington,District of Columbia,Chatbot,Below SLA,36,Baltimore/MD
QGR-32528446-g-472622-fK,Aluino Wharram,Very Positive,,10/20/2020,Billing Question,Atlanta,Georgia,Chatbot,Within SLA,13,Los Angeles/CA
NZM-51239602-J-820722-So,Thatcher Fricke,Neutral,,10/7/2020,Billing Question,Boise,Idaho,Web,Below SLA,34,Los Angeles/CA
GXJ-69969217-Q-967065-rs,Eartha Clinton,Very Negative,,10/18/2020,Billing Question,Spokane,Washington,Chatbot,Within SLA,37,Chicago/IL
VMA-77926458-y-750669-42,Gusti Spittle,Neutral,7,10/12/2020,Billing Question,Minneapolis,Minnesota,Email,Below SLA,22,Los Angeles/CA
KUJ-36143633-Y-427088-6g,Crystal Fateley,Negative,,10/11/2020,Billing Question,El Paso,Texas,Call-Center,Within SLA,13,Baltimore/MD
SMS-52693395-H-356843-xc,Amelita Brookton,Negative,6,10/25/2020,Billing Question,Round Rock,Texas,Web,Below SLA,38,Baltimore/MD
FBI-06187039-o-740771-eA,Catlaina Olivetta,Neutral,,10/11/2020,Service Outage,Waltham,Massachusetts,Web,Within SLA,45,Los Angeles/CA
KOV-09351760-W-774121-Jy,Jessamyn Lively,Negative,,10/19/2020,Billing Question,Sunnyvale,California,Call-Center,Above SLA,10,Denver/CO
ZQO-87392345-4-479376-Rg,Robyn Ozelton,Very Positive,9,10/7/2020,Service Outage,Birmingham,Alabama,Web,Below SLA,28,Baltimore/MD
BTK-99507731-G-688439-rq,Myrlene Mc Carroll,Very Negative,,10/22/2020,Billing Question,Gatesville,Texas,Email,Within SLA,42,Chicago/IL
AOC-53770312-n-467737-U3,Wakefield Heddy,Neutral,,10/3/2020,Billing Question,Flint,Michigan,Chatbot,Within SLA,17,Chicago/IL
ZKM-12765740-b-489152-wL,Jorey Gullyes,Neutral,,10/29/2020,Billing Question,Memphis,Tennessee,Call-Center,Above SLA,10,Chicago/IL
NNT-91531081-g-500448-Em,Gav Ferries,Negative,,10/23/2020,Payments,Chicago,Illinois,Call-Center,Within SLA,42,Denver/CO
OSL-57907987-o-084559-nk,Phylis Papes,Negative,,10/6/2020,Payments,Peoria,Illinois,Call-Center,Above SLA,36,Baltimore/MD
DEE-60551299-R-583192-4N,Arlin Joscelin,Neutral,,10/19/2020,Billing Question,Santa Fe,New Mexico,Chatbot,Below SLA,31,Los Angeles/CA
KVV-80618619-H-081475-UW,Orlan Spurway,Negative,,10/21/2020,Billing Question,Berkeley,California,Chatbot,Above SLA,41,Baltimore/MD
RPJ-16332528-B-381456-UL,Farlay Lawlance,Negative,,10/16/2020,Billing Question,Kansas City,Missouri,Web,Within SLA,12,Los Angeles/CA
AAF-12965416-Y-392290-yT,Ardelle Dunbavin,Very Negative,,10/18/2020,Billing Question,Philadelphia,Pennsylvania,Web,Within SLA,16,Los Angeles/CA
USH-82550276-v-576801-67,Verile Lyon,Very Positive,,10/11/2020,Service Outage,Denver,Colorado,Web,Below SLA,25,Denver/CO
SSR-32036588-j-188114-jU,Quintilla Alanbrooke,Negative,,10/11/2020,Billing Question,Elmira,New York,Call-Center,Below SLA,7,Los Angeles/CA
BJL-36656838-m-722684-7w,Valenka Kensall,Very Positive,,10/21/2020,Billing Question,Ridgely,Maryland,Chatbot,Within SLA,42,Los Angeles/CA
NRN-01041879-E-570522-W2,Ninnette Tilney,Negative,,10/23/2020,Billing Question,Columbus,Ohio,Email,Within SLA,12,Los Angeles/CA
UUF-50807225-D-146440-st,Robinet Tantrum,Neutral,5,10/10/2020,Billing Question,Aurora,Colorado,Call-Center,Above SLA,34,Los Angeles/CA
WQL-77548986-n-583723-Rb,Lynelle Tregea,Very Negative,,10/28/2020,Billing Question,Madison,Wisconsin,Call-Center,Within SLA,40,Chicago/IL
XYI-12594597-6-296752-vn,Boniface Rohlf,Neutral,,10/14/2020,Service Outage,Montgomery,Alabama,Web,Within SLA,6,Chicago/IL
DWZ-38854961-p-053605-dj,Jeremie Eames,Very Negative,,10/24/2020,Payments,San Diego,California,Call-Center,Within SLA,26,Los Angeles/CA
HPO-99942898-E-187170-Li,Ursula Sieghard,Positive,9,10/13/2020,Payments,Galveston,Texas,Call-Center,Within SLA,44,Los Angeles/CA
CIY-75040828-z-231119-sD,Ruttger Dugue,Neutral,5,10/9/2020,Billing Question,Birmingham,Alabama,Email,Within SLA,31,Baltimore/MD
MGL-71021981-M-586131-WW,Dal Jurgen,Very Positive,,10/10/2020,Billing Question,Albany,New York,Chatbot,Within SLA,44,Denver/CO
VNS-87002245-o-610005-Rn,Glynda Headland,Very Negative,1,10/27/2020,Billing Question,Chattanooga,Tennessee,Call-Center,Within SLA,26,Baltimore/MD
LRD-60157252-t-848725-LK,Siegfried Gaw,Neutral,7,10/6/2020,Billing Question,Las Vegas,Nevada,Chatbot,Within SLA,28,Chicago/IL
ZLM-77715769-w-545004-kD,Felipe Wiggett,Neutral,,10/3/2020,Billing Question,Flint,Michigan,Call-Center,Above SLA,7,Los Angeles/CA
AIZ-77983274-F-666637-rD,Marcello Barrows,Negative,3,10/2/2020,Billing Question,Cincinnati,Ohio,Chatbot,Within SLA,13,Chicago/IL
MCR-26550639-L-257999-so,Dolly Barhims,Very Positive,10,10/24/2020,Billing Question,Chicago,Illinois,Call-Center,Above SLA,19,Chicago/IL
XED-79262028-V-709989-yv,Hurley Domm,Very Positive,,10/2/2020,Billing Question,New York City,New York,Email,Within SLA,34,Denver/CO
YVH-45262335-S-034049-5C,Daphene Davidovic,Positive,,10/7/2020,Billing Question,Cedar Rapids,Iowa,Call-Center,Within SLA,19,Los Angeles/CA
QFR-90409276-a-122628-nR,Amory Fransoni,Very Positive,,10/30/2020,Billing Question,Fort Lauderdale,Florida,Call-Center,Within SLA,18,Baltimore/MD
PTY-24599208-Y-603542-8Q,Estele Zappel,Negative,,10/29/2020,Billing Question,Dallas,Texas,Chatbot,Within SLA,29,Baltimore/MD
HVM-76809498-T-507957-9q,Farly Carous,Very Positive,,10/15/2020,Billing Question,Boca Raton,Florida,Chatbot,Above SLA,39,Los Angeles/CA
KTM-62820649-T-598421-Wo,Berny Duckerin,Very Negative,2,10/2/2020,Billing Question,Houston,Texas,Web,Within SLA,33,Los Angeles/CA
HMP-99381902-1-136399-OL,Lilias Ratledge,Neutral,,10/3/2020,Service Outage,Saint Louis,Missouri,Email,Below SLA,23,Los Angeles/CA
YDX-72597778-o-381867-Uq,Ernaline Dumbar,Very Positive,,10/16/2020,Billing Question,Fort Wayne,Indiana,Chatbot,Within SLA,44,Chicago/IL
YCE-68524382-6-356960-WH,Tabatha Gercken,Positive,9,10/4/2020,Payments,Washington,District of Columbia,Call-Center,Within SLA,39,Baltimore/MD
ITH-82712206-b-997792-S8,Daron Tuttle,Negative,,10/3/2020,Billing Question,Fort Wayne,Indiana,Chatbot,Within SLA,23,Baltimore/MD
YQM-98630806-j-267147-BE,Colleen Crummie,Very Positive,9,10/12/2020,Billing Question,Saint Petersburg,Florida,Email,Within SLA,23,Baltimore/MD
DKV-99773840-I-185832-Dp,Danya Travers,Negative,,10/24/2020,Service Outage,Philadelphia,Pennsylvania,Chatbot,Within SLA,17,Baltimore/MD
VZU-62359447-U-979485-hI,Brear Karlsen,Neutral,,10/24/2020,Service Outage,Las Vegas,Nevada,Chatbot,Within SLA,23,Baltimore/MD
BPZ-18398703-a-007402-zq,Reinhold Farden,Very Positive,,10/12/2020,Billing Question,Fort Myers,Florida,Web,Below SLA,20,Los Angeles/CA
UHP-72609767-0-788051-o5,Lawton Pigram,Very Negative,,10/13/2020,Billing Question,El Paso,Texas,Chatbot,Within SLA,17,Chicago/IL
OAU-57242335-G-119819-kX,Ryan Reed,Negative,6,10/2/2020,Billing Question,Chicago,Illinois,Chatbot,Within SLA,36,Baltimore/MD
BRM-14694205-c-345271-Cw,Ardys Anan,Negative,,10/24/2020,Billing Question,Los Angeles,California,Call-Center,Within SLA,45,Chicago/IL
CVC-53028689-P-315832-tW,Shantee Mariault,Negative,,10/30/2020,Billing Question,Orlando,Florida,Email,Above SLA,32,Baltimore/MD
GYH-36547637-q-097635-bM,Glennis Cossom,Negative,,10/18/2020,Service Outage,Gary,Indiana,Email,Below SLA,36,Baltimore/MD
AGV-82599455-i-565760-Va,Kinna Embra,Negative,,10/9/2020,Service Outage,Boston,Massachusetts,Chatbot,Within SLA,43,Los Angeles/CA
MSD-53914088-m-412013-24,Conan Loton,Positive,,10/13/2020,Service Outage,New York City,New York,Email,Within SLA,18,Baltimore/MD
LWE-62199040-y-975355-n7,Crawford Saggs,Negative,3,10/26/2020,Service Outage,Suffolk,Virginia,Web,Within SLA,23,Los Angeles/CA
UMK-26518245-m-723625-3J,Free Santorini,Negative,,10/25/2020,Service Outage,Bryan,Texas,Web,Within SLA,21,Baltimore/MD
PJN-09538650-J-314871-dA,Cristabel Birchner,Neutral,,10/3/2020,Billing Question,Miami,Florida,Chatbot,Below SLA,35,Los Angeles/CA
KCY-09080455-m-751429-r5,Flss Greenman,Negative,,10/22/2020,Billing Question,Washington,District of Columbia,Call-Center,Above SLA,36,Baltimore/MD
KWB-76594596-q-268619-WB,Callida Huyhton,Very Negative,,10/23/2020,Billing Question,Honolulu,Hawaii,Chatbot,Within SLA,12,Chicago/IL
VEM-59497391-J-262905-Xo,Geno Lardeur,Negative,,10/28/2020,Billing Question,Bronx,New York,Email,Within SLA,13,Chicago/IL
VPS-57292054-H-441204-Te,Garreth Brabyn,Positive,9,10/8/2020,Billing Question,Houston,Texas,Call-Center,Within SLA,44,Denver/CO
EGH-79065134-J-660583-KM,Hercules Cicco,Very Negative,,10/28/2020,Billing Question,Garden Grove,California,Call-Center,Within SLA,42,Baltimore/MD
KYO-66266104-r-295816-uN,Sadella Petts,Very Negative,4,10/20/2020,Billing Question,Atlanta,Georgia,Call-Center,Below SLA,33,Chicago/IL
VNQ-80447877-y-017115-i5,Lolly Ferier,Very Negative,3,10/27/2020,Payments,Saginaw,Michigan,Call-Center,Below SLA,40,Los Angeles/CA
BPX-43021204-y-532352-rb,Jemima Escofier,Negative,,10/29/2020,Payments,Berkeley,California,Call-Center,Within SLA,33,Los Angeles/CA
FOH-10794069-S-519054-AJ,Andi Mulvenna,Neutral,7,10/12/2020,Billing Question,New York City,New York,Call-Center,Within SLA,7,Los Angeles/CA
EEQ-54952722-N-851670-hf,Davita Oakly,Positive,9,10/11/2020,Payments,Birmingham,Alabama,Call-Center,Within SLA,12,Baltimore/MD
UDA-58541126-Y-985365-NO,Chariot Siddons,Very Positive,,10/19/2020,Billing Question,Miami,Florida,Email,Within SLA,33,Los Angeles/CA
JEO-01126890-w-239701-xq,Jule Salling,Neutral,8,10/4/2020,Billing Question,Albuquerque,New Mexico,Email,Within SLA,22,Baltimore/MD
SON-12545560-i-779263-gT,Cobb Bolver,Neutral,7,10/19/2020,Service Outage,Tucson,Arizona,Web,Below SLA,14,Baltimore/MD
LIA-17668555-Q-303402-oI,Mirabel Dibner,Neutral,5,10/19/2020,Billing Question,Las Vegas,Nevada,Call-Center,Below SLA,20,Los Angeles/CA
KKO-17610536-j-874648-F3,Pincus Blasoni,Negative,,10/17/2020,Billing Question,Washington,District of Columbia,Email,Within SLA,32,Baltimore/MD
LFZ-00419587-l-902520-Xx,Ernesta Hugnet,Neutral,6,10/18/2020,Billing Question,Toledo,Ohio,Email,Within SLA,12,Baltimore/MD
YGG-97093616-D-343324-gk,Chrysler Witts,Neutral,6,10/2/2020,Payments,San Jose,California,Call-Center,Below SLA,17,Los Angeles/CA
RXA-76112892-A-983706-M4,Cyrille Blissett,Negative,,10/28/2020,Service Outage,Birmingham,Alabama,Chatbot,Within SLA,29,Los Angeles/CA
DJQ-08253213-k-828398-Fz,Linus Whereat,Negative,,10/28/2020,Billing Question,Saint Louis,Missouri,Chatbot,Below SLA,10,Baltimore/MD
PGH-30189332-7-694368-4O,Nanine Adamczyk,Negative,4,10/27/2020,Service Outage,San Diego,California,Chatbot,Below SLA,19,Baltimore/MD
MDD-65669973-e-820979-6P,Kris Dimberline,Negative,5,10/7/2020,Billing Question,Des Moines,Iowa,Web,Within SLA,32,Los Angeles/CA
MXK-67505038-g-575649-Ry,Aile Fewtrell,Very Positive,,10/7/2020,Billing Question,Miami,Florida,Call-Center,Within SLA,37,Los Angeles/CA
BXZ-80873888-j-408895-NR,Abdul Moyce,Negative,,10/4/2020,Payments,Jackson,Mississippi,Call-Center,Below SLA,20,Los Angeles/CA
ASE-09864034-K-310679-jc,Gert Empringham,Neutral,5,10/18/2020,Payments,New Orleans,Louisiana,Call-Center,Above SLA,21,Chicago/IL
QDR-91306915-K-311541-oB,Mandie Mundow,Very Negative,,10/16/2020,Billing Question,Clearwater,Florida,Call-Center,Within SLA,23,Los Angeles/CA
TAG-72622312-B-432326-uE,Estrellita Seefus,Negative,3,10/25/2020,Billing Question,Des Moines,Iowa,Chatbot,Within SLA,33,Los Angeles/CA
CEA-59978207-5-553691-5w,Reese McVitie,Neutral,,10/28/2020,Billing Question,Saint Augustine,Florida,Chatbot,Below SLA,36,Baltimore/MD
YXD-44427333-D-596198-9c,Mickey Goodbarne,Negative,,10/8/2020,Billing Question,Youngstown,Ohio,Call-Center,Below SLA,39,Los Angeles/CA
UVZ-74314116-C-709585-Bx,Wallas Creek,Negative,6,10/23/2020,Billing Question,Cambridge,Massachusetts,Call-Center,Within SLA,21,Baltimore/MD
NWC-82029596-x-624936-GJ,Alvy Theseira,Negative,,10/28/2020,Billing Question,Ridgely,Maryland,Call-Center,Within SLA,38,Los Angeles/CA
KTR-31517958-O-567796-Bw,Esmeralda Allcorn,Negative,,10/17/2020,Billing Question,Austin,Texas,Call-Center,Within SLA,38,Denver/CO
IKM-82892383-b-974844-XQ,Fredericka Khristoforov,Positive,,10/5/2020,Billing Question,Roanoke,Virginia,Email,Below SLA,6,Los Angeles/CA
JEV-66907263-g-247486-wd,Cinderella Kaesmakers,Very Positive,10,10/12/2020,Billing Question,Evansville,Indiana,Call-Center,Within SLA,30,Los Angeles/CA
RHD-56179960-X-372193-h8,Dinnie Gudgen,Positive,9,10/1/2020,Service Outage,Pasadena,California,Web,Above SLA,30,Chicago/IL
GOS-33852645-m-211830-We,Meghan Calabry,Very Negative,,10/8/2020,Payments,Fresno,California,Call-Center,Within SLA,15,Los Angeles/CA
GOO-27422860-g-261921-M6,Darin Nunnerley,Negative,,10/15/2020,Billing Question,Omaha,Nebraska,Call-Center,Within SLA,15,Los Angeles/CA
TEV-51717775-o-786108-td,Burch Gimlet,Neutral,,10/23/2020,Billing Question,Alhambra,California,Call-Center,Within SLA,33,Baltimore/MD
KSU-33321056-b-872663-1T,Em Sessuns,Very Negative,,10/10/2020,Billing Question,Anniston,Alabama,Chatbot,Within SLA,42,Los Angeles/CA
ZFZ-51350202-0-572222-Fd,Alexis Djekovic,Very Positive,,10/15/2020,Billing Question,Anchorage,Alaska,Email,Below SLA,21,Baltimore/MD
RXV-84622248-5-288477-qZ,Roobbie Shingler,Very Positive,,10/5/2020,Billing Question,Birmingham,Alabama,Email,Within SLA,42,Los Angeles/CA
PIT-92372743-t-379126-7F,Simonne Bonsall,Very Negative,,10/5/2020,Service Outage,Independence,Missouri,Email,Within SLA,18,Los Angeles/CA
QAG-88553763-2-263960-Rf,Dorrie Basketfield,Neutral,,10/27/2020,Billing Question,Corona,California,Chatbot,Within SLA,39,Los Angeles/CA
MBY-23064634-a-126990-Vl,Maximilianus Littler,Negative,,10/22/2020,Billing Question,Minneapolis,Minnesota,Email,Below SLA,38,Baltimore/MD
NIR-57419971-X-687096-J5,Wenona Cagan,Neutral,,10/19/2020,Billing Question,Houston,Texas,Call-Center,Within SLA,6,Baltimore/MD
EPV-28074313-x-423929-aN,Kanya Mardoll,Negative,,10/9/2020,Billing Question,Washington,District of Columbia,Call-Center,Below SLA,20,Chicago/IL
VQI-98297021-h-499376-k1,Lanny Karpinski,Very Positive,9,10/15/2020,Service Outage,Washington,District of Columbia,Chatbot,Within SLA,27,Chicago/IL
CQG-98558937-x-967269-6U,Bendix Dunnaway,Very Negative,4,10/13/2020,Billing Question,Wichita Falls,Texas,Chatbot,Within SLA,36,Los Angeles/CA
PPM-15665293-3-993644-Kp,Eleanora Mustard,Very Negative,,10/16/2020,Billing Question,Sioux Falls,South Dakota,Web,Below SLA,33,Baltimore/MD
MST-49792635-H-565912-qe,Damaris Candelin,Very Negative,,10/29/2020,Billing Question,Saint Louis,Missouri,Web,Within SLA,14,Los Angeles/CA
BOJ-58586446-D-313887-NW,Nicolis MacCosty,Neutral,8,10/5/2020,Billing Question,Vero Beach,Florida,Call-Center,Above SLA,10,Los Angeles/CA
OYP-76068017-T-525601-wf,Upton Simonite,Neutral,5,10/21/2020,Billing Question,Los Angeles,California,Email,Within SLA,41,Baltimore/MD
WWZ-24151003-y-951613-tk,Norby Di Biasi,Very Positive,9,10/30/2020,Billing Question,Mobile,Alabama,Chatbot,Within SLA,43,Baltimore/MD
KNH-62640448-R-391668-t6,Kylila Bellam,Neutral,,10/3/2020,Billing Question,Des Moines,Iowa,Web,Below SLA,19,Chicago/IL
BMR-62003569-e-705608-vp,Elise Hallihan,Neutral,6,10/27/2020,Billing Question,Phoenix,Arizona,Call-Center,Within SLA,28,Chicago/IL
MZR-03649415-g-859657-vk,Dud Dallimare,Negative,,10/5/2020,Billing Question,Scottsdale,Arizona,Web,Below SLA,16,Denver/CO
DGI-94081807-G-124805-iC,Elna Woolmington,Negative,4,10/27/2020,Billing Question,Tulsa,Oklahoma,Chatbot,Within SLA,26,Baltimore/MD
NFB-62419356-W-454148-Lz,Damita Burless,Positive,,10/23/2020,Billing Question,Macon,Georgia,Chatbot,Within SLA,15,Los Angeles/CA
VGQ-62741233-f-237919-yx,Rochette Malenfant,Negative,4,10/20/2020,Billing Question,Austin,Texas,Chatbot,Within SLA,15,Baltimore/MD
XBN-79788646-u-879663-ek,Aeriel Denisovo,Neutral,,10/4/2020,Payments,Nashville,Tennessee,Call-Center,Within SLA,40,Baltimore/MD
UQV-51851438-7-678363-mX,Lem Stopps,Negative,,10/29/2020,Billing Question,Springfield,Massachusetts,Call-Center,Within SLA,38,Los Angeles/CA
GCW-01265808-6-098703-td,Viviana Witherbed,Very Positive,9,10/9/2020,Billing Question,Mesquite,Texas,Chatbot,Above SLA,14,Baltimore/MD
MJG-51950202-k-491928-rn,Charmane Konerding,Neutral,,10/11/2020,Billing Question,Staten Island,New York,Email,Below SLA,42,Los Angeles/CA
